0,-1.25,-4.51,5.46,192.50,6.84,189.24,11.15,0.71,0.63,36.48,-3.15,13.96,5.16,0.44,2.27,88.83
1,-11.61,-3.69,4.98,151.34,70.05,179.95,9.18,-0.43,0.22,24.18,4.19,14.96,5.17,0.40,2.05,88.88
2,-19.27,-5.42,5.16,41.79,47.93,127.91,8.81,-1.37,0.08,17.38,10.06,17.82,5.17,0.47,2.43,88.93
3,-19.62,-3.71,1.80,-76.15,27.25,8.98,9.18,-2.40,-0.08,13.02,11.29,19.18,5.17,0.53,2.75,88.98
4,-16.67,-2.20,-1.76,-190.50,-21.73,-157.37,9.80,-1.69,0.33,15.31,11.01,28.26,5.19,0.44,2.31,89.03
5,-8.99,-2.11,-4.49,-250.14,-52.28,-250.14,10.35,-0.22,0.61,19.80,12.28,28.37,5.18,0.45,2.35,89.08
6,-4.10,-2.56,-6.31,-250.14,-59.38,-250.14,10.49,1.05,0.19,25.69,11.51,25.08,5.17,0.43,2.20,89.13
7,-1.03,-1.86,-6.52,-250.14,-53.79,-250.14,9.55,1.06,1.30,32.21,13.76,20.71,5.15,0.35,1.79,89.17
8,1.56,2.78,-5.75,-248.55,-48.78,-250.14,9.32,0.23,1.26,35.44,16.04,16.55,5.16,0.40,2.04,89.22
9,5.25,8.01,-6.28,-250.14,-24.98,-250.14,9.33,-0.53,0.88,35.17,18.63,14.53,5.19,0.53,2.74,89.27
10,7.91,9.11,-10.15,-250.14,43.37,-250.14,9.49,-1.21,1.10,33.24,17.76,12.34,5.17,0.41,2.10,89.32
11,8.01,9.31,-14.79,-250.14,13.98,-250.14,9.75,-1.37,0.96,33.91,16.30,10.36,5.16,0.39,1.99,89.36
12,7.59,10.14,-18.34,-250.14,-87.12,-250.14,9.60,-1.20,1.13,32.56,14.41,8.67,5.15,0.44,2.27,89.41
13,8.03,7.84,-19.32,-250.14,-161.36,-250.14,9.63,-1.24,1.13,26.90,14.05,11.80,5.16,0.39,1.99,89.45
14,9.88,7.70,-18.57,-108.96,-33.06,-143.00,9.21,-1.64,1.83,23.91,10.27,15.98,5.17,0.49,2.53,89.51
15,6.67,8.54,-19.62,9.24,176.07,-37.18,8.45,-1.43,1.69,22.56,8.63,20.90,5.17,0.39,2.02,89.55
16,0.75,6.49,-19.62,185.93,215.21,-79.31,8.57,-1.14,1.67,20.46,8.94,20.76,5.16,0.40,2.07,89.60
17,3.68,9.24,-13.48,250.13,208.27,-185.38,8.58,-0.95,1.87,25.22,2.54,22.82,5.16,0.41,2.12,89.64
18,6.02,14.04,-11.52,250.13,249.86,-150.18,9.11,-0.68,1.65,18.02,7.99,22.11,5.16,0.39,1.99,89.69
19,2.54,9.80,-10.49,202.54,139.12,-192.78,9.78,-0.20,1.70,13.28,-0.98,19.98,5.18,0.57,2.94,89.75
20,5.22,9.66,-7.48,250.13,-21.05,-250.14,10.13,0.23,2.43,22.16,-9.38,15.81,5.21,0.61,3.16,89.82
21,11.43,13.01,-5.96,233.47,-44.10,-250.14,9.95,0.52,2.57,18.62,-1.82,12.04,5.16,0.39,2.02,89.86
22,13.34,12.75,-8.13,194.60,10.96,-250.14,9.12,0.34,2.82,8.08,-4.76,12.98,5.15,0.38,1.94,89.90
23,15.10,13.83,-7.83,250.13,15.96,-250.14,8.61,0.05,3.11,11.73,-13.79,10.42,5.18,0.51,2.63,89.96
24,19.62,14.45,-7.20,250.13,78.74,-250.14,9.35,0.72,2.53,20.58,-17.87,9.06,5.18,0.40,2.05,90.01
25,19.62,12.63,-9.34,250.13,250.13,-172.08,10.27,0.77,2.74,20.06,-22.21,9.31,5.16,0.38,1.97,90.04
26,15.29,9.90,-11.24,250.13,250.13,-200.92,10.85,0.41,2.48,24.92,-25.14,12.36,5.16,0.41,2.09,90.09
27,16.97,11.58,-8.09,250.13,144.79,-245.15,11.18,0.54,2.88,31.73,-26.37,12.12,5.16,0.40,2.07,90.14
28,19.62,11.99,-3.95,250.13,92.86,-104.71,11.01,0.85,2.60,31.94,-26.09,11.83,5.16,0.39,2.02,90.18
29,19.62,14.01,-1.97,250.13,165.19,111.93,10.45,0.92,2.54,37.60,-27.69,13.34,5.17,0.44,2.30,90.23
0,19.62,11.42,-0.77,250.13,186.11,233.27,9.90,0.96,2.05,48.58,-25.95,10.81,5.16,0.39,1.99,90.27
1,19.62,9.17,3.25,250.13,213.35,250.13,9.54,0.63,1.80,55.40,-27.43,3.55,5.17,0.38,1.97,90.32
2,19.56,17.54,-1.37,250.13,201.36,250.13,9.45,0.28,1.79,56.98,-24.69,0.91,5.17,0.43,2.22,90.36
3,8.95,18.40,11.76,250.13,162.37,250.13,9.43,-0.20,1.44,57.95,-27.56,0.06,5.16,0.40,2.04,90.41
4,-2.06,12.68,12.23,7.18,40.69,250.13,9.76,-0.42,1.35,56.71,-27.25,-0.73,5.15,0.39,1.99,90.45
5,-1.25,1.66,10.96,-0.66,-91.15,250.13,9.67,-0.40,1.70,51.88,-23.20,-4.47,5.16,0.41,2.12,90.49
6,-2.13,0.38,9.57,86.74,-133.20,250.13,9.51,-0.55,0.80,39.62,-17.88,-4.31,5.16,0.39,1.99,90.54
7,-4.45,3.27,9.04,88.14,-93.86,125.86,8.85,-0.63,0.53,29.39,-14.56,0.52,5.19,0.59,3.04,90.60
8,-5.72,2.86,9.50,71.53,-91.79,-0.34,8.31,-0.83,0.55,15.79,-5.99,3.24,5.16,0.38,1.97,90.64
9,-2.38,1.84,11.26,76.04,-74.54,-91.37,7.82,-0.59,0.26,2.28,4.21,3.51,5.18,0.49,2.56,90.70
10,1.27,2.74,12.32,46.18,-15.36,-125.36,7.79,-0.57,0.20,-8.53,3.83,0.69,5.19,0.49,2.56,90.75
11,2.19,1.79,12.56,-7.73,63.54,-139.98,8.29,-0.54,0.34,-21.47,10.90,-3.98,5.18,0.46,2.41,90.80
12,2.88,2.47,12.05,-50.53,66.47,-177.34,8.61,-0.20,0.78,-35.75,16.17,-8.41,5.16,0.38,1.97,90.84
13,5.49,3.16,11.12,-96.76,26.31,-221.88,8.67,-0.36,0.70,-51.36,20.08,-12.69,5.15,0.67,3.47,90.91
14,9.47,3.73,9.42,-138.11,3.29,-250.14,8.78,0.03,0.77,-61.67,22.07,-14.10,5.16,0.35,1.79,90.95
15,13.81,3.10,7.60,-163.40,26.47,-250.14,8.79,0.02,1.20,-69.50,29.89,-15.74,5.17,0.41,2.10,91.00
16,18.52,4.47,6.09,-141.75,63.35,-250.14,9.51,-0.40,0.95,-74.56,34.48,-17.73,5.17,0.43,2.20,91.05
17,19.62,6.57,4.80,-118.51,102.22,-250.14,10.49,-1.01,1.33,-80.73,24.04,-20.31,5.16,0.36,1.84,91.08
18,19.62,7.85,4.84,-140.26,130.47,-250.14,9.60,-1.36,1.69,-86.84,24.96,-25.09,5.16,0.38,1.97,91.13
19,19.62,8.74,4.27,-199.51,176.49,-250.14,8.85,-0.61,1.74,-84.44,20.11,-31.57,5.16,0.36,1.84,91.17
20,19.62,7.31,4.22,-250.14,202.73,-180.39,8.78,0.08,1.47,-81.46,17.85,-34.92,5.16,0.38,1.94,91.21
21,19.62,7.83,3.28,-250.14,134.87,-109.37,9.10,0.28,1.74,-78.01,17.02,-36.02,5.16,0.37,1.89,91.25
22,19.62,5.61,1.69,-250.14,77.74,-74.79,9.42,0.64,1.83,-68.48,12.07,-34.79,5.16,0.35,1.79,91.29
23,19.62,4.88,-1.05,-250.14,157.69,-15.38,9.88,1.04,1.50,-58.27,10.83,-32.80,5.16,0.38,1.94,91.33
24,19.05,3.29,-3.44,-250.14,164.63,58.14,9.66,1.25,1.74,-58.03,14.96,-32.63,5.16,0.36,1.84,91.37
25,17.14,-1.40,-4.73,-250.14,197.24,67.85,9.83,1.73,1.71,-53.53,9.31,-31.56,5.16,0.37,1.89,91.41
