0,5.26,19.62,2.44,250.13,-42.09,226.05,7.47,-3.38,-7.12,-41.93,-2.04,22.07,5.15,0.35,1.79,159.93
1,2.41,19.62,4.68,250.13,-10.57,186.08,15.70,-4.22,-6.39,-31.69,-20.53,23.75,5.16,0.40,2.04,159.97
2,-0.91,19.60,6.57,207.91,19.08,114.47,19.62,-3.40,-7.58,-7.20,-6.44,19.95,5.15,0.40,2.06,160.02
3,-3.81,18.12,7.55,100.95,65.11,30.31,13.49,1.79,-7.47,2.50,0.78,12.76,5.18,0.50,2.61,160.07
4,-3.43,14.81,6.73,-29.93,61.26,-59.72,11.89,2.54,-6.90,5.93,12.63,5.44,5.19,0.53,2.77,160.13
5,-4.44,10.27,6.59,-122.99,47.97,-109.74,14.11,1.56,-6.84,10.30,24.34,-10.11,5.16,0.35,1.82,160.17
6,-4.04,8.70,5.63,-180.24,-10.56,-159.83,13.81,-0.41,-5.92,22.55,23.96,-15.03,5.16,0.42,2.17,160.21
7,-2.09,10.00,4.87,-243.94,-43.15,-214.85,10.91,-1.70,-5.51,32.13,17.71,-7.01,5.16,0.39,2.02,160.26
8,0.01,13.34,3.61,-250.14,-59.20,-237.97,8.38,-2.06,-5.24,29.34,14.49,1.44,5.15,0.36,1.84,160.30
9,3.52,17.11,2.03,-250.14,-44.75,-241.21,6.47,-2.06,-4.38,24.06,16.91,3.37,5.17,0.40,2.07,160.34
10,8.18,18.31,0.05,-250.14,-110.87,-237.36,5.30,-1.36,-4.00,19.37,23.23,-2.88,5.16,0.35,1.82,160.38
11,11.90,19.62,-4.49,-250.14,-57.30,-231.12,4.52,-0.93,-3.12,22.88,29.87,-10.70,5.16,0.36,1.84,160.42
12,14.56,17.05,-6.69,-250.14,98.19,-196.35,3.79,-0.43,-2.61,24.58,31.48,-11.40,5.16,0.39,1.99,160.47
13,15.80,17.28,-7.39,-250.14,104.21,-133.87,2.71,-0.35,-3.57,20.84,16.68,-11.00,5.16,0.41,2.12,160.52
14,13.70,15.54,-7.10,-250.14,47.47,-117.02,3.62,0.50,-3.49,14.72,-11.16,-13.85,5.16,0.41,2.12,160.56
15,12.23,15.03,-8.37,-209.24,40.51,-91.51,4.92,1.82,-4.98,19.40,-49.02,-16.47,5.16,0.40,2.04,160.61
16,9.30,12.51,-8.14,-154.42,5.36,-79.90,7.70,2.55,-5.31,25.69,-66.74,-19.65,5.17,0.40,2.07,160.65
17,7.94,10.28,-9.98,-120.74,-62.50,-63.65,10.50,3.86,-6.80,29.63,-63.11,-24.78,5.16,0.39,1.99,160.69
18,8.66,8.86,-11.20,-91.92,-36.94,-56.11,10.37,2.18,-6.43,27.80,-44.00,-24.15,5.16,0.39,1.99,160.74
19,9.25,6.79,-12.45,-47.45,-27.15,-27.81,11.49,-0.96,-5.22,9.08,-30.97,-23.56,5.16,0.38,1.94,160.78
20,10.11,6.92,-15.14,-3.96,28.07,-8.74,14.47,-4.35,-6.82,-20.57,-18.06,-19.89,5.16,0.39,1.99,160.82
21,10.93,6.68,-16.20,39.30,64.89,7.65,14.89,-3.12,-7.20,-13.15,-5.08,0.01,5.16,0.39,2.02,160.87
22,11.92,7.69,-16.42,118.64,30.81,41.95,13.12,0.20,-6.88,-13.80,3.09,19.54,5.16,0.33,1.72,160.91
23,11.82,8.79,-14.80,175.74,20.66,64.08,11.16,1.94,-5.48,-16.91,10.39,25.47,5.18,0.51,2.63,160.96
24,12.16,10.05,-13.15,231.17,-18.75,98.66,9.20,2.28,-6.06,-14.42,13.85,26.79,5.16,0.39,1.99,161.01
25,12.50,11.71,-11.96,250.13,-76.40,136.05,7.26,1.34,-5.73,-10.73,20.15,28.04,5.16,0.40,2.07,161.05
26,13.65,14.77,-10.37,250.13,-57.26,150.54,5.87,0.92,-4.66,-8.03,27.79,26.15,5.16,0.39,1.99,161.10
27,14.16,16.86,-6.80,250.13,-45.09,183.60,4.87,0.71,-4.05,-2.18,32.27,25.73,5.16,0.39,1.99,161.14
28,11.78,18.94,-3.99,250.13,-59.56,205.17,3.71,0.93,-3.06,-4.33,34.34,26.53,5.16,0.39,2.02,161.18
29,9.04,19.62,-1.04,250.13,69.68,213.74,1.85,0.97,-1.93,6.34,25.52,22.36,5.15,0.43,2.19,161.23
0,6.59,19.62,2.69,250.13,21.47,216.00,2.42,0.57,-2.90,3.15,16.82,13.31,5.15,0.41,2.09,161.28
