0,19.62,-3.17,-0.64,209.98,19.50,-37.72,7.88,-2.27,1.01,53.55,2.64,12.90,5.16,0.35,1.79,59.67
1,19.12,-3.25,0.70,232.37,51.24,31.75,8.40,-1.82,0.89,44.11,-8.94,5.59,5.17,0.41,2.10,59.71
2,16.50,-3.27,2.76,236.86,80.00,99.22,10.44,-0.54,0.67,34.87,-28.42,-5.46,5.17,0.46,2.38,59.76
3,14.15,-2.04,4.66,220.44,103.98,164.52,11.66,0.45,0.90,20.99,-44.84,-14.85,5.18,0.50,2.61,59.82
4,11.98,-1.93,6.36,166.02,100.46,186.66,10.43,0.18,1.29,16.73,-49.87,-15.70,5.18,0.54,2.81,59.88
5,9.99,-2.42,7.65,113.95,71.73,194.53,9.52,-0.41,2.22,28.13,-50.15,-7.40,5.18,0.55,2.86,59.94
6,9.29,-2.71,7.51,48.63,63.62,215.58,9.37,-0.50,3.02,43.40,-43.09,1.22,5.19,0.70,3.65,60.02
7,8.90,-3.17,6.24,-0.26,98.94,241.36,9.88,-0.27,3.52,52.40,-25.77,6.07,5.16,0.36,1.87,60.06
8,4.44,-3.84,4.19,-39.37,114.56,236.44,11.22,0.13,2.31,61.37,-11.39,8.36,5.15,0.43,2.24,60.11
9,0.42,-4.29,3.05,-54.04,55.35,200.05,12.40,-0.29,2.52,59.56,-0.23,12.63,5.16,0.52,2.67,60.16
10,1.09,-5.55,2.26,-86.03,2.86,163.56,11.86,-1.03,2.44,47.99,4.24,17.34,5.17,0.52,2.68,60.22
11,1.84,-5.44,1.27,-78.20,-29.12,174.93,10.77,-1.42,2.28,47.84,5.48,19.24,5.16,0.41,2.12,60.26
12,1.43,-5.32,0.17,-95.24,9.37,195.42,9.58,-1.33,1.94,46.33,5.68,19.46,5.16,0.39,1.99,60.31
13,-0.71,-6.00,-1.22,-108.47,28.19,202.45,9.00,-1.22,1.63,43.98,5.10,19.98,5.17,0.43,2.25,60.35
14,-3.03,-6.03,-2.22,-104.34,3.17,191.21,8.58,-0.62,1.21,39.60,3.46,21.16,5.17,0.39,2.00,60.40
15,-3.78,-5.87,-2.50,-100.01,-29.34,171.17,8.48,0.14,1.03,38.11,-0.53,19.58,5.16,0.39,1.99,60.44
16,-4.55,-5.32,-2.66,-107.22,-47.47,148.02,8.56,0.72,0.89,39.59,-3.59,16.53,5.17,0.38,1.97,60.48
17,-5.62,-5.11,-2.97,-118.53,-60.56,125.23,8.52,1.20,0.80,43.59,-6.55,13.06,5.17,0.38,1.97,60.52
18,-6.86,-5.01,-3.69,-134.53,-75.39,103.01,8.36,1.06,1.10,48.27,-6.90,11.41,5.16,0.39,1.99,60.57
19,-8.21,-4.78,-4.26,-152.08,-102.65,78.66,7.91,1.15,1.21,55.58,-2.82,11.78,5.15,0.43,2.22,60.61
20,-8.29,-4.59,-4.51,-163.13,-117.06,49.46,7.59,1.16,1.01,60.64,-2.98,12.35,5.17,0.39,2.02,60.66
