0,6.60,19.62,-19.62,-250.14,113.38,-250.14,6.58,0.90,-8.50,70.02,30.05,-69.48,5.17,0.39,2.00,73.65
1,8.29,19.31,-16.90,56.50,250.13,-204.81,6.74,0.64,-8.21,78.40,27.84,-79.36,5.17,0.47,2.43,73.71
2,5.88,19.62,-10.42,195.56,250.13,-179.34,6.64,0.36,-7.87,84.88,24.50,-85.76,5.17,0.43,2.22,73.75
3,3.14,19.62,-8.61,109.98,221.69,-163.47,5.81,-0.25,-8.61,79.31,26.56,-87.53,5.18,0.50,2.61,73.81
4,4.56,15.11,-8.03,59.73,88.47,-101.39,4.97,-0.40,-8.30,73.52,28.86,-86.90,5.16,0.34,1.77,73.85
5,7.46,11.19,-7.03,125.53,79.19,-152.06,4.85,0.15,-8.41,73.30,29.62,-88.32,5.15,0.37,1.89,73.89
6,9.02,12.74,-5.64,182.12,57.12,-160.44,5.59,0.52,-7.96,77.46,30.39,-94.23,5.16,0.39,1.99,73.93
7,11.24,11.29,-3.89,138.73,91.44,-135.82,6.35,1.09,-7.76,85.82,30.37,-97.24,5.16,0.39,2.02,73.98
8,11.73,8.65,-3.67,105.21,198.45,-101.40,6.71,1.66,-7.68,89.98,30.55,-103.56,5.16,0.38,1.97,74.02
9,10.01,9.71,-5.23,71.46,250.13,-115.11,6.70,1.59,-7.66,95.92,31.48,-110.74,5.16,0.39,2.02,74.06
10,6.61,7.52,-3.86,84.76,250.13,-69.99,7.08,1.20,-7.57,103.30,30.18,-117.85,5.16,0.38,1.94,74.10
11,4.47,7.07,-3.62,99.24,242.05,-60.40,7.76,1.07,-7.05,111.66,26.56,-123.32,5.22,0.63,3.29,74.18
12,3.68,8.19,-4.10,100.88,198.18,-68.64,8.14,1.23,-7.05,117.23,23.75,-125.51,5.16,0.39,2.02,74.22
13,3.20,7.32,-4.34,108.52,177.08,-89.89,8.14,1.38,-6.93,122.69,21.56,-127.57,5.16,0.41,2.09,74.26
14,3.12,7.00,-4.05,125.85,192.44,-94.09,7.97,1.32,-6.61,129.41,19.36,-130.07,5.17,0.40,2.07,74.31
15,2.55,7.63,-3.99,139.30,196.39,-80.25,7.96,1.21,-6.15,135.85,15.89,-133.82,5.15,0.39,2.01,74.35
16,1.71,7.66,-4.38,125.70,185.24,-80.83,8.15,0.98,-6.02,139.94,11.95,-137.69,5.17,0.44,2.27,74.40
17,1.62,6.67,-4.43,124.02,164.42,-103.51,8.23,1.00,-5.95,144.32,6.82,-139.82,5.17,0.40,2.05,74.45
18,1.61,6.95,-4.51,135.85,134.96,-111.66,8.30,1.25,-5.93,148.57,1.53,-142.17,5.16,0.39,1.99,74.49
19,1.67,6.33,-4.28,119.91,119.74,-131.73,8.50,0.88,-5.68,149.53,-3.78,-144.27,5.16,0.37,1.92,74.53
20,3.78,5.14,-5.68,160.02,67.28,-149.87,8.47,0.44,-5.52,145.69,-7.62,-147.71,5.16,0.39,2.02,74.58
